uuid,name,category_groups_list
e5445f23-204d-6d79-5309-2c17f1e66d78,Video on Demand,"Media and Entertainment,Video"
e4d98517-f894-5807-a67b-7c354214edd7,Independent Music,"Media and Entertainment,Music and Audio"
e303e839-52d3-f2f0-b87d-757ee8b86b48,Farming,Agriculture and Farming
df0d9e76-3b4f-10f2-4102-53f278ee6c5a,Retirement,"Community and Lifestyle,Other"
dcdddd27-fcdb-3375-7a20-429d2a64d9e7,Group Buying,Commerce and Shopping
dc779027-8b15-f74d-a7ae-a057c19c3975,Eyewear,Consumer Goods
db01a201-1e47-57b3-c3cc-a63eb94e3878,News,"Content and Publishing,Media and Entertainment"
dac09aef-b2be-1f15-694d-3dfc0676632b,Google Glass,"Consumer Electronics,Hardware,Mobile,Platforms"
d9dda577-abfe-5a6b-0dc5-f5680bc376b0,Operating Systems,"Platforms,Software"
d956d857-a68e-cbf0-4d80-be7e9470bacc,Linux,"Platforms,Software"
d495dc9c-0b00-c157-a254-e350f573d61e,Navigation,Navigation and Mapping
cbc36b3c-09fd-1e1f-7ac8-400a546de247,Wine And Spirits,Food and Beverage
ca8390d7-22c6-5bb5-f870-22f52f364b1b,Predictive Analytics,"Artificial Intelligence,Data and Analytics,Software"
c9546d53-3b28-8436-6358-584a3851dabf,Home Decor,Real Estate
c935f86f-45e9-7937-bf48-406d055ef664,Virtual Desktop,Software
c8e6b95f-80d9-bf15-ab7c-37a0e8f052c7,Property Management,Real Estate
c7ab2c73-e46f-0f40-afe0-eb6182949b41,Smart Building,Real Estate
c4d8caf3-5fe7-359b-f9f2-2d708378e4ee,Artificial Intelligence,"Artificial Intelligence,Data and Analytics,Science and Engineering,Software"
c3e7ab05-df2e-17ed-187a-11040264ed58,Corporate Training,Education
c33728a5-de33-d0da-7bce-0e3c4383bc99,Big Data,Data and Analytics
bf605860-9fd2-4d32-e23e-93d977d72146,Video Chat,"Information Technology,Internet Services,Messaging and Telecommunications"
be21aa9f-99cd-0379-b746-899e0ec7e0fd,Marketing Automation,"Sales and Marketing,Software"
bca28131-fd1a-400a-9971-8279dd7fbbc0,Elderly,Community and Lifestyle
bc4ee7e1-d4a1-c228-c551-29d716ba971f,Communities,Community and Lifestyle
bc22c61d-4d2f-3dd0-531b-457af33011a4,Sponsorship,Sales and Marketing
bad7067e-b24d-5c63-a2e9-54a9e059d7cb,Coffee,Food and Beverage
b53bd8d3-71bc-b9bb-c9af-1d41cee0c822,Social Recruiting,Professional Services
b3385762-ecb5-2f84-6a3c-0c399a9343d4,Flowers,Consumer Goods
b244984c-5e8b-309a-0156-d579046114b2,Cause Marketing,Sales and Marketing
af4d3fd1-e004-59df-c082-a0b0bbebd4a0,Cosmetic Surgery,Health Care
ac057a31-756a-62be-1677-0fee94b6aeca,Bioinformatics,"Biotechnology,Data and Analytics,Science and Engineering"
aa1a6ba1-4a41-6ab5-643a-fe90e2407577,Water Purification,Sustainability
a78ac397-329a-b850-fe64-5e4c86705a32,Consumer Lending,"Financial Services,Lending and Investments"
a6b9c45f-2caa-42e1-30e7-26c546d43186,Logistics,Transportation
a4673e89-6e92-34b3-43ff-c0d68d682ef3,Intellectual Property,Professional Services
a3b491d8-8d66-b566-a059-c14322895d77,mHealth,"Health Care,Mobile"
a1251139-5e61-86a7-abe2-9e2eb1f16bfa,Simulation,Software
9fc4cc26-b3dd-038b-ce64-713b75a91871,App Discovery,"Apps,Sales and Marketing,Software"
9af4eb12-07db-5340-37f6-47a842b8d0bc,Handmade,Consumer Goods
99606484-dc77-fe7a-2c8b-f20dd9e44f67,Personal Health,Health Care
98698685-a983-4d2f-a11d-de7e3602eda4,Social Media Management,"Internet Services,Sales and Marketing"
98200a73-2ba5-0e0c-74ad-f9c1140cb2f4,Ediscovery,Internet Services
97e0bac2-7d87-173a-47b3-366f201da451,Food Processing,Food and Beverage
9670a37a-fb55-d2e8-d6fc-b4d85c2e7eb3,Interior Design,"Design,Real Estate"
91d07503-1e4b-bec1-6115-6df19b26be3c,Tea,Food and Beverage
9017245c-8985-9a74-e855-0219d5ce56a3,Business Information Systems,Information Technology
8c6239bf-6854-494b-1a16-e4f7a286dbd5,Messaging,"Information Technology,Internet Services,Messaging and Telecommunications"
89007248-4ee9-6c15-8515-12f0c02c6ace,Smart Home,"Consumer Electronics,Real Estate"
8114726a-f6cc-44ee-857c-e7b87776f06d,Guides,Media and Entertainment
7fbec13c-08c6-3790-4c51-ff3f46311286,Q&A,Community and Lifestyle
7c4a47a6-191f-47c2-acb7-7cb621e19ec2,Swimming,Sports
70bb82f6-1bae-fa71-8c89-66307f6f22cb,Beauty,Consumer Goods
6e028126-f8ae-ecdb-9bd4-2c4c1569084f,iOS,"Mobile,Platforms,Software"
6dcf0103-1977-291c-71e3-04df32828986,Reputation,Information Technology
68118c46-7a57-0ad6-71db-19beb493f01e,WebOS,Platforms
67f3477c-efb8-1b7f-34dc-d9cf85c1919e,Shoes,"Clothing and Apparel,Consumer Goods"
654b60a6-b105-fc40-2295-88a9a7dab2f5,Nutrition,"Food and Beverage,Health Care"
63da4ab3-21da-7857-687e-24920e68c249,Diabetes,Health Care
631d91d6-9da7-6e50-4eb0-d27e28ed2a7f,Art,Media and Entertainment
5e61c8d6-0b40-8d9a-5d29-8142b897593e,App Marketing,Sales and Marketing
58284e68-4cf7-e34f-ae3b-dd68f25e9b99,Printing,"Content and Publishing,Media and Entertainment"
568bdc79-d059-d824-e701-255e5aa86888,SNS,Software
56483f2d-3a35-70be-7b80-24c5bad5f1b8,Web Hosting,Internet Services
4edcbe9d-678a-3b25-b61c-293ddc52507a,Spam Filtering,Information Technology
4e20727f-c812-96f1-e6ce-c41fe6000cb3,Fantasy Sports,"Gaming,Sports"
4996175c-0c92-f204-2b55-f940bc1cc6d6,Recruiting,Professional Services
487dda72-7f23-9794-730c-9ce6250a748e,VoIP,"Information Technology,Internet Services,Messaging and Telecommunications"
4824f20f-f433-e038-97d8-7be1126eb82c,Classifieds,Commerce and Shopping
42a1e8f7-06c8-864e-d8c8-432e57b6a0db,Cloud Infrastructure,"Hardware,Internet Services"
42707b93-949f-57f1-3b7e-8a6208e21efc,Penetration Testing,"Information Technology,Privacy and Security"
3f726cba-a793-bfc9-fe64-bc05576244a1,Teenagers,Community and Lifestyle
3f49498d-20fe-408c-ce0c-5425ee885d74,Android,"Mobile,Platforms,Software"
3bfc0aae-0f8c-c8ef-cac9-ac6b2fa504aa,First Aid,Health Care
3ab64b42-61dc-08a5-cfe3-a25127ae3eea,Content,Media and Entertainment
394fda16-eeab-4398-f53c-79785038b60c,Online Auctions,Commerce and Shopping
37c7ea8c-3919-ab3c-deb7-0c3735854f1c,Cosmetics,Consumer Goods
343e767b-82a3-a443-f914-1d1966d8eab2,Skill Assessment,Education
33cfeb88-f323-1b4f-8ecc-f3f876a5df05,Mobile Payments,"Financial Services,Mobile,Payments,Software"
31ae67ae-614a-aa48-1c41-b496653cd903,Corrections Facilities,Privacy and Security
3171fe79-1f83-8634-f6bb-2be9e71ff530,Task Management,Software
2d410a02-e5d0-95f6-f7f7-690061283dd1,Employment,Professional Services
29a20c87-a964-aa50-c4c5-1c913e350685,Gift Card,"Commerce and Shopping,Financial Services"
297fe0f2-0d88-ff35-9d46-1c54bf812892,File Sharing,Software
27d62522-9ec5-72be-aed4-a1d8dbf721a8,Serious Games,Gaming
262727f4-409a-1b3a-4e14-040339daa54a,Social Media Marketing,Sales and Marketing
24dad27e-6a49-ccc1-ec31-854b73d60d16,Speech Recognition,"Data and Analytics,Software"
21b207a5-9f0b-b037-9ee9-d9d9ed7c3fa9,Fruit,Food and Beverage
216f5e42-a641-b0f3-270a-c9d698604f40,Shipping,Transportation
1fec33a7-163f-88a9-7e5c-8967fee59a1e,Drones,"Consumer Electronics,Consumer Goods,Hardware"
1efce900-8f68-4c05-f18b-aa6ee273dcde,Water,Natural Resources
1ca57cf3-99a1-759f-ef54-fca1acf64eac,Diving,Sports
1c163fa9-a6a2-42ed-1fa5-299f626804db,Bitcoin,"Financial Services,Payments,Software"
1b9f782b-129a-1d0d-e7c8-2af59bfd6c07,Fertility,Health Care
19c6890b-dbf5-cd2b-6e5a-aadd81c22076,Energy Storage,Energy
186d333a-99df-4a4a-6a0f-69bd2c0d0bba,Intelligent Systems,"Artificial Intelligence,Data and Analytics,Science and Engineering"
1338a4ae-2b9c-a42d-40a5-99a088d99fda,Comics,Consumer Goods
0b8c790f-03bc-b2ab-a02e-4be855952d6d,Facial Recognition,"Data and Analytics,Software"
0a88e74a-a6c9-ff6d-69db-e8c85881b4b9,Real Time,Other
0a590550-09f4-ce55-cc0b-4b9a035d428f,Elder Care,Health Care
11d12f9b-9b5b-1a7b-6b03-86f76910b094,Wearables,"Consumer Electronics,Hardware"
e06799a9-f789-76e7-49a7-71ee980a70ec,FinTech,Financial Services
8c1b0c58-4cc6-5d0a-0208-f656f91e4c82,Health Diagnostics,Health Care
245880f2-a61a-0ea2-cf81-306964716611,EdTech,"Education,Software"
86985333-a422-db8b-7d51-478c132bfad7,Delivery,Administrative Services
2103f7b8-4229-3d5c-408a-66426df21e95,GreenTech,Sustainability
829f037b-8171-d9fc-7618-4c6b46038020,Ride Sharing,Transportation
4e97741f-98ac-26d4-95b9-74220bad7814,Podcast,"Media and Entertainment,Music and Audio"
bd082f4d-45d1-0de3-0371-bb6e02d5f0e8,Cryptocurrency,"Financial Services,Payments,Software"
0cba6371-b9f7-0197-257e-0273e6da0b22,Subscription Service,Other
e362ac36-2e59-c58d-08fe-e5c45f13bc64,Graphic Design,Design
856e4d56-4de9-9650-5d2f-22d0bb2d2334,Furniture,Consumer Goods
4056544b-0bef-a056-46a9-e2cf4f7d85dd,Social Entrepreneurship,Community and Lifestyle
e334bbe7-f9ef-9691-df46-926554326d40,Industrial Design,"Design,Hardware"
d97005a9-c9dc-e75d-4332-32329b93ebd4,Hockey,Sports
3cb6925a-9f57-2f10-049c-6632a409269a,Google,Platforms
aa868e5f-e016-f3ea-e079-80d01fddfbcd,Twitter,Platforms
a572ed88-c7c5-7ebb-e06e-65e7ed62d17b,Software Engineering,"Science and Engineering,Software"
7b38226f-8c7d-9fde-2bf4-2f10e1f34cb8,Drone Management,"Hardware,Software"
594199f2-218a-15f9-e12a-1ac06a1dc48f,Environmental Engineering,"Science and Engineering,Sustainability"
548cfeb2-0b4d-6b91-a514-c3646e3f70db,Life Insurance,Financial Services
367f9cec-51a7-8561-3d3a-4f8855fd5c46,Trading Platform,"Financial Services,Lending and Investments"
f4709705-7bad-8cbf-0fda-c126de9c2fcd,Virtual Reality,"Hardware,Software"
e3bb0c51-d59c-e1de-cf96-795b22f085a4,Roku,"Consumer Electronics,Hardware,Platforms"
47b73381-2216-6616-6616-fe4cf370f70c,Water Transportation,Transportation
36d978da-3446-f5e0-8adc-ca923f0b62de,Table Tennis,Sports
0a8d6f1b-1514-4854-5827-38f73a44eaa6,Nuclear,Science and Engineering
07d360f5-ddf4-24f2-7f7b-a4be89daf727,Quality Assurance,Professional Services
f9f2471c-b164-77bd-a9ca-b5defca5d67a,Tizen,Platforms
9f701861-d7ed-8dba-de9b-25c2ce5018cf,Livestock,Agriculture and Farming
62bac433-ee68-7075-c47e-c9efc0d3c0aa,Food Delivery,"Food and Beverage,Transportation"
56778c1f-b81f-0b1f-f402-d21124c88b3b,Railroad,Transportation
3de73809-e7ff-63ed-5292-ab3ef6602816,Network Hardware,Hardware
01b9cf39-904e-178c-d959-8089f1e90a77,Gift,Commerce and Shopping
78b2a236-7c94-0f2c-579c-9d710921c0d8,UX Design,Design
53d763c7-8c06-f94a-1ba5-27039feee67c,Commercial Insurance,Financial Services
49f88f02-6018-cdea-a366-abef5d02d8a2,Auto Insurance,Financial Services
4835e2e6-66b5-9b5b-34ca-ce75de213225,Event Promotion,"Events,Media and Entertainment"
1e36267a-f036-694f-25c0-d4f77c7a5bc1,Chemical Engineering,Science and Engineering
1c946581-f37e-36e2-913f-b660b45448fe,Embedded Systems,"Hardware,Science and Engineering,Software"
07507016-edd7-797e-603b-6dd40d01d582,Millennials,Other
f8985bed-69c1-d34c-66d5-a7fb6bdad279,Mechanical Engineering,Science and Engineering
e99ec6ff-09d2-ca21-caef-404b5b558181,Intrusion Detection,"Information Technology,Privacy and Security"
b4181d9d-6bf4-6120-55ce-baa95df30bd0,Baseball,Sports
78b58810-ad58-a623-2a80-2a0e3603a544,Media and Entertainment,Media and Entertainment
37fdfb55-c4c7-e30c-279e-06b79f0d4c85,IT Infrastructure,Information Technology
19ac2387-fcf9-3d99-b209-8b0bc7832829,Domain Registrar,Internet Services
0caf426c-828c-53ef-473c-b9b5795d9040,Management Information Systems,Information Technology
ce1f2a1b-09fc-781a-3e76-67a28b4abd15,Playstation,"Consumer Electronics,Hardware,Platforms"
a0c80217-ef62-a3bd-5302-71e147d758b4,Ultimate Frisbee,Sports
651da5e5-fa99-061c-31f7-52074fe2092f,Rugby,Sports
4af38a51-59d8-e922-f739-204e1e35b441,Consumer Applications,"Apps,Software"
46364f24-4c13-d464-305c-fe9bf0c30087,MOOC,"Education,Software"
30315074-3399-87b3-bcff-8d480c8fdf3b,Fossil Fuels,"Energy,Natural Resources"
da9c9ae8-f089-ecd0-3709-243ae50460dc,Windows,Platforms
7d0f2edd-c829-7bba-c3c6-689cebcd2e01,Tennis,Sports
28c00d6b-e130-1002-6923-a0336e72bd82,Private Cloud,"Hardware,Information Technology,Internet Services,Software"
0be54c6a-fdbe-15ec-3bee-79be1f45bc7d,DSP,Hardware
fa736a2c-3108-8e06-9adf-fb7a75744f5b,AgTech,Agriculture and Farming
f213df87-6356-e51f-245a-cf9b7e788b13,Product Research,"Data and Analytics,Design"
a60e9792-884d-0696-63f7-a9c0f3100ded,A/B Testing,Data and Analytics
a4ee0f7f-b8b8-1156-4899-c490e1d26766,Commercial Lending,"Financial Services,Lending and Investments"
a2684225-b25e-e606-6c7b-0f513d6eb7aa,Cycling,Sports
66c636ea-a20c-cc61-fb12-73dce804788e,Property Insurance,Financial Services
57d4964b-dc51-a0e9-fb24-869ed418e858,Consumer Software,Software
47dfbbd5-ca99-4bc0-4fa1-dd2e60a7a7a6,Xbox,"Consumer Electronics,Hardware,Platforms"
efd87ccf-860e-1a82-39a4-932afe0590e5,Generation Z,Other
ed2c430c-795a-392e-13ba-370c8c4eb892,Nintendo,"Consumer Electronics,Hardware,Platforms"
e69d7dbc-b29e-a56f-6dfa-f664b545fd29,Sharing Economy,Other
e18856ce-94db-fc1c-a678-4fe8b487af64,Adult,Community and Lifestyle
d543f842-188a-e2c5-e0c3-c747e340877c,Same Day Delivery,Transportation
b27ea7e3-827e-dd23-6ebd-97f11317780b,Data Storage,"Hardware,Software"
97c84ba1-ec20-457c-33cb-28dbbac5710b,Vocational Education,Education
553f1e10-4f44-ea96-cbf1-4540b0ae0363,Satellite Communication,Hardware
42704299-9fe2-b1cd-cbb1-cd94d2d24e75,GPU,Hardware
f561f98d-845a-fb55-93bd-5c64aac205a7,Cricket,Sports
d82f9f46-8a29-6c2b-791c-8006474b7e42,Air Transportation,Transportation
94f4c1fe-27c1-1dd5-7cb7-0d8a687bc276,E-Signature,"Information Technology,Privacy and Security"
045d1f34-7440-b8d9-52f7-ca59d77c946b,Embedded Software,Software
bb6b92f9-ccfa-6f9b-a59e-4906ebf75fb9,Debit Cards,"Financial Services,Payments"
78f709ae-d8fb-cd28-218a-f090789f628f,Mobile Apps,"Apps,Mobile,Software"
59c8fdd7-d408-86d2-3805-de824af0016b,American Football,Sports
0300a491-8816-447f-ab80-dd78a82b291e,Basketball,Sports
ce027447-778c-015e-63e4-b80fd25a1259,Fast-Moving Consumer Goods,"Consumer Goods,Real Estate"
c4cc6e8c-5e68-2d32-1a3d-ae8742432895,Volley Ball,Sports
b3745f1d-614b-ae19-f0b7-946e2494aa6b,Web Apps,"Apps,Software"
83bd19b9-d944-aab6-8da7-9552a453ed93,Lending,Financial Services
75268e31-76ae-92df-b738-faa29c5a4ad4,Product Management,Other
711f1e7d-b480-4822-7a24-14e5fa2e9427,Application Specific Integrated Circuit (ASIC),Hardware
18f757d2-d6e7-6edd-d035-6b79af039288,Ferry Service,Transportation
74f62604-0f9c-b02d-0ce8-6f750c0da7ab,Car Sharing,Transportation
64bb1fd0-8519-e087-57a0-6b2c77ba91fd,RISC,Hardware
19a14f81-ba04-ba19-5d9c-ff0dc6eec8a4,Enterprise,Other
1807265d-6094-93ca-44c6-4bd0bc616183,Micro Lending,"Financial Services,Lending and Investments"
b42d64b5-e6ea-c05e-d6b7-2732a057dd52,Cloud Storage,Internet Services
92e4e78e-9327-235b-b7ad-a48b5e54ac55,Industrial Engineering,"Manufacturing,Science and Engineering"
450c30b7-4e4e-2081-2a88-1ccea6196953,Content Marketing,Sales and Marketing
2da9e9ae-e433-7d18-2e1b-4395d0cb14f4,B2C,Other
ae1414c1-0cf4-982f-7ff7-c104e9a87c32,Ad Server,Advertising
80da2623-d9d3-1c8c-e6eb-be97463d0fe1,Animation,"Media and Entertainment,Video"
7fb7d93c-1a96-11b3-f35e-ade2c172458b,Ad Retargeting,Advertising
1f69cdca-96c4-75ba-97e8-caeef5842a3d,Ad Network,Advertising
acce6b21-0007-d432-f31c-42d7ee030a98,Facility Management,Real Estate
7942caad-878e-65f5-4991-471dc8e7667d,eSports,Sports
575b22d6-f4d8-abba-90b2-92bd25ff2ad2,Home Services,Real Estate
56ebee1b-6762-12ca-1146-6081fa2027f8,Made to Order,Commerce and Shopping
130948fe-84ca-8d3b-6c2c-4879e0c7cbf1,Home Improvement,Real Estate
095057bd-f032-fbb8-eac8-287d1e72a2d9,Leasing,Financial Services
2eb0b56b-6896-e0f0-545f-c747a9ba6751,Virtual Assistant,Software
3f4ebc8c-8d6d-623c-099b-4b3a437d98db,Electric Vehicle,Transportation
da6d4d3b-2911-c612-8350-008181ea1033,Compliance,Professional Services
77327c13-6a59-488a-82dc-e39af2fa6df1,Computer,"Consumer Electronics,Hardware"
3cfec0c2-95d7-78a9-8c8f-487f21b8130d,Online Forums,"Community and Lifestyle,Internet Services"
c0bdd8b4-e184-51bb-9098-d01fef4bd560,Optical Communication,Hardware
9db815ce-a0c2-03b0-cd64-f7492ea1a2e9,Fuel Cell,Energy
86d91a85-ff9d-93db-4688-3b608fee756c,TV,"Media and Entertainment,Video"
80de9bf4-789e-b80e-051c-dc079493803f,Social,Community and Lifestyle
772da8fe-26d7-ea09-00ff-0fc7c8368b50,Marketplace,Commerce and Shopping
75de3d67-54b8-46ce-0797-bc7ba0438c4d,Rental,Commerce and Shopping
37714837-1551-7278-3912-4d5dd4c652a1,Timeshare,"Real Estate,Travel and Tourism"
0fa1b481-b75a-c22d-b2cb-48caf1bf995a,Vacation Rental,"Real Estate,Travel and Tourism"
06477b0d-4ca9-ac90-99b4-7323e3367e4b,Reservations,"Events,Media and Entertainment"
e89057d0-4221-b6cd-8a26-dc846f371d56,E-Learning,"Education,Software"
dd6300aa-6e9b-f529-dce7-9552e7f5fdc2,Affiliate Marketing,"Advertising,Sales and Marketing"
c466550b-b161-0646-3049-0045fae01b18,Wellness,Health Care
c2022726-fdc4-b171-8848-8b2f252ef987,Developer Platform,Software
8256b6a2-134f-d28e-a78c-c606ce4e0b97,Property Development,Real Estate
6dab555a-c4f3-dc69-4250-e1e530475197,STEM Education,"Education,Science and Engineering"
4a52ad36-3a7e-1a14-8bb9-890aeb21f8c8,CMS,"Information Technology,Software"
eee77d3b-0358-3f81-5f4e-86dce12a6d91,Primary Education,Education
be133f07-21af-c85e-fd6a-e2e3ddf8466a,Health Insurance,Financial Services
b8f561c5-521d-bfb2-2c56-46bc79f2f5d7,Dating,Community and Lifestyle
92049b49-88e6-902d-4b0d-fbdf1d4478bb,Residential,Real Estate
459ef85b-685a-1d51-c3e9-13fc35e6fe6e,Enterprise Applications,"Apps,Software"
f2c39629-0eb0-ae45-4aa7-46956255df0c,Boating,Sports
eca36366-3502-acb7-f7a4-03d35360ddbd,Grocery,Food and Beverage
ea9c541f-e059-4e9a-4aaa-c445a2a0570b,Biomass Energy,"Energy,Natural Resources,Sustainability"
e095d728-b946-4c74-bf46-b431627bf876,Franchise,Other
a5d54295-9870-c680-9567-85226d7206c0,Communication Hardware,Hardware
512e0deb-38ca-db24-2cfb-76b16f739766,Sex Tech,"Community and Lifestyle,Hardware,Software"
6e492b25-9bc1-dea5-e58a-f2fd86a7788a,Debt Collections,"Administrative Services,Financial Services"
6cccdcbd-26dd-4d3a-a278-568f9ae5ed8c,Creative Agency,"Content and Publishing,Media and Entertainment"
37b8e1da-ddd2-2beb-aa15-9fadd061282c,Medical Device,Health Care
dddc8c55-dd73-7fa2-967d-d30fa491ebc6,Home and Garden,Real Estate
cf4bfa34-4e5c-0003-ac5a-6a8aa9608f40,Laser,"Hardware,Science and Engineering"
b3f61863-2ac7-3381-5859-ca155b087551,GPS,"Hardware,Navigation and Mapping"
9b58eb8a-89e7-b238-a1eb-5b9766cc4b3a,Life Science,"Biotechnology,Science and Engineering"
82086f50-e760-003b-3a54-1649025c93d3,Assistive Technology,Health Care
76fb8b23-b968-9417-9c2c-693b5006e504,Unified Communications,"Information Technology,Internet Services,Messaging and Telecommunications"
63d2bafb-b8b8-8279-eaf3-dd06356d08aa,Surfing,Sports
14f97695-c4eb-c348-d373-5863c4b4798a,Employee Benefits,"Administrative Services,Health Care"
e611283c-e2f1-4f80-3650-4ced61374404,Biofuel,"Energy,Natural Resources,Sustainability"
d21c8107-c0c8-5ba2-a4cb-40a96d5d001c,Civil Engineering,Science and Engineering
14b8e624-9423-524b-cf15-ace880522cf5,Music Label,"Media and Entertainment,Music and Audio"
d9cf3c35-fcf6-294c-e755-c8cad2653125,Online Portals,Internet Services
3d8bdbe9-4c30-7a77-bba0-85d7f00f6a6a,macOS,"Platforms,Software"
3286b492-cffe-5c52-f7a3-9f9f16ae88fe,Emergency Medicine,Health Care
2195ba8a-24f8-ac97-f345-f36bba46927c,Social Shopping,Commerce and Shopping
f8f4e4e3-f0aa-9b13-8131-c244f0315134,Technical Support,"Information Technology,Other"
e42308b8-0757-71b4-0caa-cc1228e9cb98,Golf,Sports
b7989a4f-ede2-d9ec-6d97-0e13212423a9,Wind Energy,"Energy,Natural Resources,Sustainability"
92c7693b-bb7a-fa14-f760-a89a62c950e1,Building Material,Real Estate
20cd907a-d9d6-2916-8fe3-e2ea07ae915e,Semiconductor,"Hardware,Science and Engineering"
19d6c5f4-0609-ebd6-970e-fee0e36d20a7,Music Streaming,"Internet Services,Media and Entertainment,Music and Audio"
04124a0a-1dcf-38a0-56b8-3fa71b8cba01,Textbook,Education
cf573fc6-139f-c9fb-5b5e-b131fae12e51,Government,Government and Military
a46ce4ef-1d69-817b-bc91-90452e588bd0,Hunting,Sports
714d833f-2234-98bf-19bf-9ff70a5e2d17,Social Network,Internet Services
5eec8ef3-9a35-3b26-1184-9dff459291fd,Family,Community and Lifestyle
58d758fe-03c3-6cb4-cb71-c188d2596876,Limousine Service,Transportation
39c6bdbf-d3db-5e68-53c3-5488e7699603,Data Center,"Hardware,Information Technology"
1aca2f92-84f3-dbd6-5a5e-f6506cbdb1d9,Freelance,Professional Services
d3b85d88-e16d-1a5a-c357-4c18df0ed60a,LGBT,"Community and Lifestyle,Other"
9519382c-7907-e6fd-7669-fd7af414d32e,Courier Service,"Administrative Services,Transportation"
650c4c50-3a45-4725-d8e8-48cd0e10bb05,Hospital,Health Care
614d792f-67ed-cc5e-f654-48390d91eda6,Console Games,Gaming
5de864a5-d563-86e4-bc83-0217ccb643a2,Application Performance Management,"Data and Analytics,Software"
516d5e97-b6ec-f785-65ad-b2cea62ae68e,Electronic Design Automation (EDA),"Hardware,Software"
298a2cd6-58da-226c-7cf0-3288673844cd,Real Estate Investment,"Financial Services,Real Estate"
2795f8fd-4718-3f8f-7513-5391ab707c90,Marketing,Sales and Marketing
ca121753-d26b-a8d7-854f-6b972fd1a391,Local Shopping,Commerce and Shopping
9f50bbb6-bb1d-9c05-b673-a8876f547b2f,Windows Phone,"Consumer Electronics,Hardware,Mobile,Platforms"
82de314c-ef02-754d-f515-d1c27021b22f,ISP,Internet Services
7a5d7f38-1774-dd12-fda4-b96b067483b3,Consumer Research,"Data and Analytics,Design"
420ed687-9b30-4463-115e-e6150ad85aa0,Ad Exchange,Advertising
3b3b024f-f777-ed33-4309-75fbc37850bb,Consumer Reviews,Commerce and Shopping
dda1f288-360b-4522-4943-a8e28db70976,Usability Testing,"Data and Analytics,Design"
d8cda5ae-af47-b0d1-4a9c-aec87289adc0,Asset Management,Financial Services
d2cf7cf9-fb76-9f92-8ee0-c49154efa98e,Mapping Services,Navigation and Mapping
b70871aa-224e-90f6-40ce-c8f0f0d5780c,Virtual Workforce,Administrative Services
961c226d-8c8f-a642-6bc2-03f92cdd3a2c,Wedding,"Community and Lifestyle,Events"
6f5a4398-0331-8803-65de-c927ab8e5d20,Sensor,Hardware
f55dc7f6-6a38-750c-333b-c265f3761fe1,Productivity Tools,Software
d2ac92bc-3c9e-918d-dcb4-8ce0a1abb12c,Scheduling,"Information Technology,Software"
b5f37349-8bd2-4aff-ca13-f89877d0e695,Children,Community and Lifestyle
9c8cd193-3019-4b85-0080-258e4a807e29,Enterprise Resource Planning (ERP),Software
99a87fee-dfc7-e887-2e41-5bdf00577cbb,CleanTech,Sustainability
95cc88c3-e281-da11-b64b-b2ee379f3053,Baby,Community and Lifestyle
3146fe49-55b3-c175-c3e1-ecf074bc87de,Translation Service,Professional Services
0ae5c1be-64b1-a9fe-6c76-076285d2380f,Pharmaceutical,Health Care
f3c5ef54-991e-c673-396b-4fd95a4f1273,Continuing Education,Education
d6c66c61-1af2-b02f-cb28-a1cdae75b125,Cannabis,"Community and Lifestyle,Food and Beverage,Health Care"
ce96eba3-ed75-ee34-c4c5-a5d29f6e34a5,Personal Development,Education
aaf61538-799c-4dbd-74b8-276d16827133,Sailing,Sports
00414591-ddef-8a0e-de5c-0cb829e8f2d9,Mechanical Design,"Design,Hardware"
c68ad390-d05d-fc84-bced-3d52a6352316,Database,"Data and Analytics,Software"
8e122314-2dde-8ccd-d250-548ee8f87c10,Angel Investment,"Financial Services,Lending and Investments"
7de5b73e-eaae-fc18-86df-7a1cd7f298cc,PC Games,Gaming
23c1776a-e1fb-d4e0-5f11-ea7c4dcbf02e,Archiving Service,Administrative Services
b0842bff-0f4d-ce9a-a2bc-3a7fe9e114f9,Business Travel,Travel and Tourism
918533dd-fab3-dce5-018f-e49cff260fb9,Shipping Broker,Transportation
7c4c30f8-1d77-23ef-8349-43f2d67107c6,Mining Technology,Natural Resources
69eb7729-14ce-2fb1-0998-ef15631f644b,Women's,Community and Lifestyle
2357ca1d-601d-eb18-c0f1-146d91d7aeae,Consumer,Other
210d44d6-0fd8-6453-4a31-39efac496f38,Men's,Community and Lifestyle
14364faa-63f9-0d45-7b6a-7378113364a2,Food and Beverage,Food and Beverage
c62f860a-9ee9-1746-8874-166e5f761c3d,Field Support,Professional Services
817e5e50-a6ca-547e-f596-95afb880a818,Rental Property,Real Estate
59d10fca-f43d-237e-bcae-535cd1ca657c,Facebook,Platforms
4a751b79-be1f-1b0c-b123-8ea57112f2ba,Skiing,Sports
3ced088e-84de-330f-443a-1aa6cd3cc29f,Higher Education,Education
2d1ad8b1-e01b-f4ea-70be-41c43a4ec269,Virtual World,"Community and Lifestyle,Media and Entertainment,Software"
28c9216f-6e08-d0f9-9ff4-aa2cf0cd17da,Chemical,Science and Engineering
e531be19-46aa-fb4e-354e-79b05ae1802a,Renewable Energy,"Energy,Sustainability"
e0f7b18a-4a5b-e2c0-a34e-1cad4114a984,Video Advertising,"Advertising,Sales and Marketing"
dd1ef133-8ee8-088c-bbe1-bdf22241358f,Gaming,Gaming
